,Node_1,Node_2,Relation
3585,"{'label': 'Occupation', 'properties': ""{'title': 'Education_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Education_Teachers,_Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
3586,"{'label': 'Occupation', 'properties': ""{'title': 'Environmental_Science_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Environmental_Science_Teachers,_Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
3587,"{'label': 'Occupation', 'properties': ""{'title': 'Gambling_Managers'}"", 'identifier': ""{'title': 'Gambling_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
3588,"{'label': 'Occupation', 'properties': ""{'title': 'General_Internal_Medicine_Physicians'}"", 'identifier': ""{'title': 'General_Internal_Medicine_Physicians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
3589,"{'label': 'Occupation', 'properties': ""{'title': 'Licensed_Practical_and_Licensed_Vocational_Nurses'}"", 'identifier': ""{'title': 'Licensed_Practical_and_Licensed_Vocational_Nurses'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
3590,"{'label': 'Occupation', 'properties': ""{'title': 'Loss_Prevention_Managers'}"", 'identifier': ""{'title': 'Loss_Prevention_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
3591,"{'label': 'Occupation', 'properties': ""{'title': 'Mathematical_Science_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Mathematical_Science_Teachers,_Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
3592,"{'label': 'Occupation', 'properties': ""{'title': 'Mental_Health_Counselors'}"", 'identifier': ""{'title': 'Mental_Health_Counselors'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
3593,"{'label': 'Occupation', 'properties': ""{'title': 'Middle_School_Teachers,_Except_Special_and_Career/Technical_Education'}"", 'identifier': ""{'title': 'Middle_School_Teachers,_Except_Special_and_Career/Technical_Education'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
3594,"{'label': 'Occupation', 'properties': ""{'title': 'Nuclear_Monitoring_Technicians'}"", 'identifier': ""{'title': 'Nuclear_Monitoring_Technicians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
3595,"{'label': 'Occupation', 'properties': ""{'title': 'Nuclear_Power_Reactor_Operators'}"", 'identifier': ""{'title': 'Nuclear_Power_Reactor_Operators'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
3596,"{'label': 'Occupation', 'properties': ""{'title': 'Physician_Assistants'}"", 'identifier': ""{'title': 'Physician_Assistants'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
3597,"{'label': 'Occupation', 'properties': ""{'title': 'Podiatrists'}"", 'identifier': ""{'title': 'Podiatrists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
3598,"{'label': 'Occupation', 'properties': ""{'title': 'Purchasing_Managers'}"", 'identifier': ""{'title': 'Purchasing_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
3599,"{'label': 'Occupation', 'properties': ""{'title': 'Social_and_Community_Service_Managers'}"", 'identifier': ""{'title': 'Social_and_Community_Service_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
3600,"{'label': 'Occupation', 'properties': ""{'title': 'Special_Education_Teachers,_Secondary_School'}"", 'identifier': ""{'title': 'Special_Education_Teachers,_Secondary_School'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
3601,"{'label': 'Occupation', 'properties': ""{'title': 'Urologists'}"", 'identifier': ""{'title': 'Urologists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
3602,"{'label': 'Occupation', 'properties': ""{'title': 'Validation_Engineers'}"", 'identifier': ""{'title': 'Validation_Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
3603,"{'label': 'Occupation', 'properties': ""{'title': 'Adapted_Physical_Education_Specialists'}"", 'identifier': ""{'title': 'Adapted_Physical_Education_Specialists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '55'}""}"
3604,"{'label': 'Occupation', 'properties': ""{'title': 'Biological_Science_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Biological_Science_Teachers,_Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '55'}""}"
3605,"{'label': 'Occupation', 'properties': ""{'title': 'Chemical_Technicians'}"", 'identifier': ""{'title': 'Chemical_Technicians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '55'}""}"
3606,"{'label': 'Occupation', 'properties': ""{'title': 'Child,_Family,_and_School_Social_Workers'}"", 'identifier': ""{'title': 'Child,_Family,_and_School_Social_Workers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '55'}""}"
3607,"{'label': 'Occupation', 'properties': ""{'title': 'Energy_Engineers,_Except_Wind_and_Solar'}"", 'identifier': ""{'title': 'Energy_Engineers,_Except_Wind_and_Solar'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '55'}""}"
3608,"{'label': 'Occupation', 'properties': ""{'title': 'Food_Scientists_and_Technologists'}"", 'identifier': ""{'title': 'Food_Scientists_and_Technologists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '55'}""}"
3609,"{'label': 'Occupation', 'properties': ""{'title': 'Forestry_and_Conservation_Science_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Forestry_and_Conservation_Science_Teachers,_Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '55'}""}"
3610,"{'label': 'Occupation', 'properties': ""{'title': 'Media_Programming_Directors'}"", 'identifier': ""{'title': 'Media_Programming_Directors'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '55'}""}"
3611,"{'label': 'Occupation', 'properties': ""{'title': 'Oral_and_Maxillofacial_Surgeons'}"", 'identifier': ""{'title': 'Oral_and_Maxillofacial_Surgeons'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '55'}""}"
3612,"{'label': 'Occupation', 'properties': ""{'title': 'Physical_Therapists'}"", 'identifier': ""{'title': 'Physical_Therapists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '55'}""}"
3613,"{'label': 'Occupation', 'properties': ""{'title': 'Respiratory_Therapists'}"", 'identifier': ""{'title': 'Respiratory_Therapists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '55'}""}"
3614,"{'label': 'Occupation', 'properties': ""{'title': 'Robotics_Engineers'}"", 'identifier': ""{'title': 'Robotics_Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '55'}""}"
3615,"{'label': 'Occupation', 'properties': ""{'title': 'Career/Technical_Education_Teachers,_Middle_School'}"", 'identifier': ""{'title': 'Career/Technical_Education_Teachers,_Middle_School'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '54'}""}"
3616,"{'label': 'Occupation', 'properties': ""{'title': 'Clinical_and_Counseling_Psychologists'}"", 'identifier': ""{'title': 'Clinical_and_Counseling_Psychologists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '54'}""}"
3617,"{'label': 'Occupation', 'properties': ""{'title': 'First-Line_Supervisors_of_Food_Preparation_and_Serving_Workers'}"", 'identifier': ""{'title': 'First-Line_Supervisors_of_Food_Preparation_and_Serving_Workers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '54'}""}"
3618,"{'label': 'Occupation', 'properties': ""{'title': 'Hydroelectric_Production_Managers'}"", 'identifier': ""{'title': 'Hydroelectric_Production_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '54'}""}"
3619,"{'label': 'Occupation', 'properties': ""{'title': 'Choreographers'}"", 'identifier': ""{'title': 'Choreographers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '52'}""}"
3620,"{'label': 'Occupation', 'properties': ""{'title': 'First-Line_Supervisors_of_Gambling_Services_Workers'}"", 'identifier': ""{'title': 'First-Line_Supervisors_of_Gambling_Services_Workers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '52'}""}"
3621,"{'label': 'Occupation', 'properties': ""{'title': 'Nannies'}"", 'identifier': ""{'title': 'Nannies'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '50'}""}"
3622,"{'label': 'Occupation', 'properties': ""{'title': 'Flight_Attendants'}"", 'identifier': ""{'title': 'Flight_Attendants'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '48'}""}"
3623,"{'label': 'Occupation', 'properties': ""{'title': 'Dispatchers,_Except_Police,_Fire,_and_Ambulance'}"", 'identifier': ""{'title': 'Dispatchers,_Except_Police,_Fire,_and_Ambulance'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '46'}""}"
3624,"{'label': 'Occupation', 'properties': ""{'title': 'Farmers,_Ranchers,_and_Other_Agricultural_Managers'}"", 'identifier': ""{'title': 'Farmers,_Ranchers,_and_Other_Agricultural_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 70, 'level': '53'}""}"
3625,"{'label': 'Occupation', 'properties': ""{'title': 'Sales_Managers'}"", 'identifier': ""{'title': 'Sales_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '68'}""}"
3626,"{'label': 'Occupation', 'properties': ""{'title': 'Compliance_Managers'}"", 'identifier': ""{'title': 'Compliance_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '66'}""}"
3627,"{'label': 'Occupation', 'properties': ""{'title': 'Mining_and_Geological_Engineers,_Including_Mining_Safety_Engineers'}"", 'identifier': ""{'title': 'Mining_and_Geological_Engineers,_Including_Mining_Safety_Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '64'}""}"
3628,"{'label': 'Occupation', 'properties': ""{'title': 'Architects,_Except_Landscape_and_Naval'}"", 'identifier': ""{'title': 'Architects,_Except_Landscape_and_Naval'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '63'}""}"
3629,"{'label': 'Occupation', 'properties': ""{'title': 'Environmental_Compliance_Inspectors'}"", 'identifier': ""{'title': 'Environmental_Compliance_Inspectors'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '63'}""}"
3630,"{'label': 'Occupation', 'properties': ""{'title': 'Molecular_and_Cellular_Biologists'}"", 'identifier': ""{'title': 'Molecular_and_Cellular_Biologists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '63'}""}"
3631,"{'label': 'Occupation', 'properties': ""{'title': 'Physical_Medicine_and_Rehabilitation_Physicians'}"", 'identifier': ""{'title': 'Physical_Medicine_and_Rehabilitation_Physicians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '63'}""}"
